,x,y
102,-0.473311125702984,0.771290044744415
104,-0.979742732358032,-1.03333455165833
105,0.542222951784811,-0.0637365123281975
106,-0.145133850438747,-0.28611639149806
108,-0.637319329150126,-0.94300501881977
109,-0.425801000825501,1.21727725021033
110,-0.873957459644663,-1.25180168543153
111,-0.467884210020187,0.434838759686579
112,0.826379120157787,0.99655692756231
113,1.02994327489354,-0.84072928765702
114,1.17878413953028,-0.111535623106529
115,-0.467123365287184,-0.508341271919532
117,1.82783493916313,0.725049454000163
118,1.21318777742522,-0.386981690789846
119,-0.396557459867396,-1.62046448010339
120,-1.56548188341945,0.489242782378238
121,-0.815944123398322,0.0163467778470674
123,-0.249484775323998,0.361444095161304
124,1.80494697679782,0.561925586446703
125,1.69467501405809,1.11565419108973
127,-1.8930069625052,-0.670198194656549
128,-1.21995261892497,1.10297197010795
129,-0.923158166068511,0.0449597158062596
130,-1.91812546685935,-0.664512090738265
131,0.0231633964094777,-0.999384028103809
132,-0.0166789968791417,-1.4297449911841
133,-1.18701092166576,0.807450980576319
134,-0.612726885784839,1.38578441425041
135,-0.626183712124147,-1.07057500235933
136,-0.285605792861294,-2.16882734846049
137,-0.226921267517758,-1.49241553401851
139,-0.402591508762838,1.69222580278122
140,-0.309433746158227,1.35395319589961
141,1.41915590544892,-0.439674938392163
142,1.03986893708759,-0.410497399689028
143,-0.338550817685353,-0.346556311731488
144,2.14882762144215,0.269274714608245
146,-1.90269855272481,1.86871297468056
147,-0.57855392589563,0.863971737445542
148,-1.42967045081983,1.02812843050647
149,-0.0012065678881647,-0.280297621916978
150,-0.185610561185426,-0.206953126022438
151,0.137291466040284,2.44132104944945
152,1.50715446958522,0.315948193743626
153,1.43170989201204,-0.351246154757055
154,1.63183988721049,0.156353760565602
155,2.16759906328345,0.719830282954523
157,-1.79316581712159,0.384909785287135
159,0.0658021587049167,-0.861653390541606
160,-0.175741664448151,0.293822392669669
161,-0.858461615324317,1.14562042664324
162,1.74083248926656,0.203454702665207
164,-0.58479510968824,0.878385291407734
165,0.630025422554057,0.530218033970298
166,1.05937394757552,-0.15116927594629
169,1.81332887606657,0.940337130483129
170,2.04840301818223,0.517721977059416
172,1.51444575964992,-0.0746772365602576
173,-0.684698380245973,0.350885948429699
175,-0.419065157354811,0.35125763171331
176,-0.170380307699179,-0.400434842029362
179,1.19705250834076,-0.604844558107915
181,1.67078438663637,0.76529393415737
182,-0.389078545229142,-0.0015461435185378
183,0.979128295451514,-0.199341529275614
184,-0.187351148426701,1.30659571061173
185,0.644078655961037,0.383174045451176
186,-1.38403133087555,1.4687963493809
188,-0.496179975553604,-0.688768488342249
189,-0.178624027986315,-0.768113865336615
190,-0.466974367259954,1.0914103810769
191,1.72871128253512,-0.461507714219637
192,1.82337091965539,-0.459409473782265
193,-0.889755041264763,-1.19715550328046
195,-1.18024094636238,2.21818066519616
196,1.10225036035552,-0.376899739823748
197,0.0241051867899608,-0.154835852757486
199,-0.341011693207927,-0.396508228208187
200,-0.153289429253445,-0.322396152971838
201,-0.12472083971387,-0.536759560914058
202,1.66440647951727,1.3153738094453
203,1.53563278944489,1.29602927537484
204,-0.119633332285888,-1.30391684428461
205,0.0150141132583092,-0.0316154239656649
207,-0.646950078049632,-1.680219177888
208,0.155103467452825,-2.43709915753146
209,0.302405052792877,1.78966828962039
210,1.77730180733244,1.03707349596056
211,-0.281530634663255,2.08650176627696
212,1.46586974195378,0.495084090501879
213,1.63247780010991,1.27728186780542
214,0.0333204295992032,1.07364585861452
215,-0.439182287771767,-1.78777147122061
217,-0.774894537171333,-1.4429692684028
219,2.04390327128814,-0.363182737151537
221,-1.01739250939883,0.877622260236338
222,-0.831645048955119,1.00748286869368
223,1.78862424657624,-0.297380438311209
225,-0.645300838787114,0.456369530532909
226,-0.325847536717574,0.347908656524
227,-0.568878750138316,0.443714228985666
228,0.853796622287987,0.17748469497706
229,1.95059561009119,0.719807795307504
230,1.3745312088895,-0.016345231004366
231,1.09080881097411,-0.762699611115167
232,1.03249958075326,0.9130679212548
233,1.54207148879975,-0.345373811161199
234,-1.2071562390153,-1.24816736195246
235,-0.529850188164214,1.89476947092442
236,0.0342379397111984,0.271231092947004
237,2.21596697430233,0.355469686453942
238,1.05953155546919,0.22252391177088
240,-1.01184871365872,0.533905248430093
242,-1.25205196959022,-1.01727065814148
243,-0.507514222587653,-0.124926856585513
244,-0.492974624513228,2.04597865339261
245,-0.159039945446941,-0.800913188173352
246,1.70006568297426,-0.503265252427121
248,-0.645206899155092,1.51322862921143
249,-0.359900392393317,0.488515601913249
250,1.01122722379627,-0.601065133759254
251,-0.719070835451312,-0.39180587392287
253,-0.424025175812251,2.37885233503116
254,-1.34301019378279,1.12117150438133
255,0.0091477110822876,-0.302070925798743
257,0.12437186654279,-1.56851944299437
258,-0.305147494599373,0.138898455991024
259,1.20448230459515,0.241582899206449
260,1.92006917756034,1.30516788393423
261,0.980821983028008,0.0780790039099603
262,2.17492226620353,-0.205026789399464
263,1.67074887944421,0.663472461976219
264,1.36677605683991,0.06841945219912
265,1.29961162054785,1.44939516948256
266,0.802952169111332,-0.299914879348147
267,1.37716309533163,0.575945383657343
268,-0.645007410223101,0.111892727918124
269,-1.53292670223906,-1.47729818003838
270,-0.278954364426151,-0.986132183060317
272,0.197763044778881,0.609834168242359
273,-0.321203107302337,1.20328803588668
274,-0.800996659449497,1.26474952172938
276,-1.22762896773011,1.14559989813434
277,-0.379100597556421,-1.53400331712123
280,-0.57894575662136,1.97309497505614
281,0.836729021673247,0.170320066181
283,-0.758457094502071,-1.12964433155917
285,1.22551428274111,0.77925783740816
286,-0.20628203108468,-0.348568380763991
287,-0.0185191907505555,-0.270012783944186
288,1.32461407522968,-0.41177771749867
289,0.813308006102625,-0.0177872205439582
290,0.155448446709421,-0.809607645238203
291,-0.86941496773297,0.123700077431897
292,0.10814443696795,0.668179272428158
293,0.584230923085506,1.6174677460105
294,-0.850260916234204,-1.23815103327167
295,-0.519120361053669,1.73406761206547
296,-1.44154749668792,0.449266784283268
298,0.0136013092560489,-0.657074732591207
299,-0.444839237457378,-0.699914358545838
301,0.97729696131024,0.0461672488817363
302,-0.496922397276284,2.30600427693177
303,-0.0887039897802114,0.636805118461641
304,-0.0570826929986278,0.205572836047523
305,-0.172957805108854,0.209381704446644
306,0.0145042777008102,-0.259149939091324
307,0.0356502365475434,-0.652037006836161
309,1.37633374183158,-0.0750072282769712
310,0.41811604264829,0.184282341607013
311,-0.88427187797374,0.468585818588788
312,0.639592916572169,-0.243478113420582
313,-0.529185996971277,0.28266888451764
314,0.247043386508967,1.41460402001405
315,-1.67117359929121,0.42345086013565
316,-0.344880983227373,0.401268594888305
317,1.77208635713563,-0.135730477176574
318,-1.31371078108289,-0.665662625448123
320,-0.0839006893191991,-0.462401596266392
321,-0.105487632051808,1.7572155251614
323,-0.130288325268778,1.41549540354481
324,-0.284039644381512,2.19611355964806
325,-0.273409847009012,-0.249472048283192
326,1.12299781281769,0.344819562349313
327,0.0317640461060975,-0.761236396395355
328,-0.520065595033994,1.3236040070423
329,-0.454830736448669,2.30730572691173
331,-0.811667678616279,-0.0876655443909407
332,1.74515172490354,-0.221098175523483
333,-0.497847544512537,-1.4637254804099
334,1.10808708854742,0.391667390032784
336,-1.51888463023351,-0.163452640693993
337,-1.24478422960063,1.42629624051178
338,-0.673763126004336,-0.606518003569437
339,-1.33172063150374,0.55450968192278
340,-1.79038823804509,0.969059144338843
341,2.03914348887541,0.348224917053183
342,-0.0121893995531671,-0.0218399506329918
343,-0.186880180498718,-1.01560931612888
344,-0.619689687928977,0.248523454772346
345,-0.734060086502606,-0.798229725260772
346,-0.976546956614827,0.1887944585075
347,1.47982839777768,0.710179576226593
348,1.38081680425008,1.13843136810406
351,0.627425489852957,-0.629698661854583
352,-0.786152054982573,-1.30687078554247
353,-1.41878894709104,1.17006081028338
354,-1.95184363506983,-0.319219752369644
355,-0.245690081476867,-1.26159482081202
356,-0.479684054388533,2.54603232148125
358,-1.08541908507,0.672769161043305
359,-1.33036007387739,0.649401350611861
360,-0.2823528202592,0.06633269666965
361,-0.180943969912571,-0.377926196752753
362,-0.315920787945957,-0.177242015186492
363,-0.616191315903049,1.0483769737475
364,0.92407205988177,0.577345576543963
365,1.63538990055771,-0.0748168834651848
366,-0.583832909046058,1.90376896826106
367,0.388529751557745,-0.721867736413544
369,-0.118208343082553,0.014075037079273
370,-0.307950444378856,2.56324681393441
371,-0.324585040319579,2.04048362391554
372,0.670778035849111,2.01993756419017
373,-1.0505275097075,2.19556907737121
374,1.12149952741955,0.211802344526884
375,1.72484772450788,-0.152673316713178
376,-0.180369255868007,0.584007443653195
377,0.352839700153484,0.885773021970872
378,0.367620258991074,0.560307449172083
379,2.45129619495512,0.74093655661303
380,-0.345052034507656,-0.624593121003609
381,-0.223269050237162,0.126078279773637
383,-1.50234362531687,0.771803084167091
385,-0.427603558485617,-0.0563859026454143
386,-0.373265519497143,-0.0970693718425584
387,-0.215583566177863,-0.465518320412778
388,-0.600874419189257,-0.84592632824861
389,1.25438324383338,-0.0244023103617064
390,1.49341598021085,0.115261465117008
391,0.438049769283365,-0.69509342338108
392,-0.170025820204047,-0.135651862364556
394,-0.583957209585279,1.39699093791238
395,-1.06098942258102,2.19734849893862
396,0.456696614611175,0.797256655000325
397,-0.33650377786812,-1.47744237471919
398,1.53077674607127,0.791399487053464
399,0.604930281080206,-0.883074127787476
400,-0.552057144447073,-1.11506200513531
402,0.436348913605844,-1.36830219606412
403,2.0137160432578,-0.141159561047892
404,-0.399305556633751,0.503807555167832
406,0.104255918530696,0.0707036231460012
407,1.21149919833362,0.905741712997659
408,1.23537274204929,-0.168250766246095
409,0.38566461804482,-0.454447061021996
411,0.915914168866548,-0.558956800881015
413,1.48586809020235,0.157000100164931
415,-0.133950241091566,-0.903270728905398
416,-0.735742263938091,1.66228640589676
418,-1.33352274449078,-0.841908820923879
419,-1.15674886802612,0.910783883935858
420,-0.622116710110901,0.406767692291933
421,-0.735875447302617,0.537828025666207
422,-0.374344924483208,-0.968300914449119
423,-1.15421473345313,0.87648692351525
424,-0.278205901643106,0.193026103681247
425,0.0957892663080298,-0.0820465208792473
426,0.991141437349208,0.161328814136534
427,2.03265729979927,1.26424078349088
428,1.16854359771343,-0.0210783114302472
429,1.27052355677882,0.0748455945097366
430,1.74927475157059,0.814998164278249
431,1.29025886297985,0.691969191871681
432,1.81423625507635,0.152262387371139
433,-1.53920358341154,-0.802483449468666
434,-1.62394340239178,-0.782385881906317
435,-1.64886313465723,-1.00802565793817
436,-0.560164711230003,2.15581943125923
437,-0.599214187026802,-1.25516595217249
438,1.38272771832414,0.775867703751726
439,-0.946272185577973,-0.332488082406831
440,-0.904420318645912,-1.12383557671007
441,-0.370367012310586,0.640870142944344
443,-0.366210713500374,0.645641250444632
444,-0.255917835043271,2.06981930087295
445,-0.384689808979446,1.38003824029408
446,-1.04108915464155,-0.509958610904672
447,-0.411018249345964,0.696723568006296
448,-0.0194094151303103,1.37714890865079
449,-0.445260597166048,1.57406964447537
450,-0.470859537398603,1.38024966023058
451,-0.746144735953547,-2.31135932341376
452,-0.236339034962768,0.0483362297321366
453,0.143061500147327,1.41230900150463
454,1.606681315692,0.193039513926261
455,0.0020978101288568,-1.40168086185315
457,-0.276647114291847,-0.109706996826408
458,1.70612842672424,0.443777287849076
461,-0.577053073185536,-0.0235498739374326
462,-1.78237350149788,0.519993088050193
463,-1.04521200761145,0.211120235996973
464,-0.441985709970302,-0.208349603449943
465,0.0531898000613914,-0.686208011577699
466,-0.857358088660738,-0.0452397725226772
467,-0.103789535645804,1.1755510830543
468,1.0323634056249,-0.600254866329595
469,1.0891003538412,1.17520251026545
470,1.58940134566481,1.55973003888405
471,1.9637860705616,-0.383820766476634
472,1.39533308138497,-0.667479586334866
473,0.862004462807273,1.15236093692921
474,-1.38869959006409,1.30022007260455
475,-1.09438150170939,-0.661174607754332
476,-2.48012673430595,-0.652203801818301
477,-0.360837974077295,-0.255698355553536
478,-0.383889618585203,0.428670920236194
479,1.56865796418797,0.757460341227471
480,-1.31507107095431,0.98918153708028
481,0.212788717639358,-1.15800496391146
482,-0.972712043048211,-1.17890388893164
483,1.35169841387747,0.198154849587114
484,1.6886111578386,1.08862988523407
485,-1.3443957781411,0.706567858577649
486,-0.0630561473056506,1.07406325323491
487,-0.748380468111872,0.0023913495272936
488,-0.111455124621176,-0.934947671842167
489,-0.682823055970062,-1.55977600864505
490,0.862902963519402,-0.235993785052649
491,1.33398378034337,1.00484760131575
492,1.83594993243225,0.0493644826627716
493,1.22163144896592,-0.667546654722942
494,2.26215558187951,0.565627397281525
495,-1.17650804650329,-1.47190021627843
496,-1.12418650863094,-1.11230459019604
498,-0.465319964834325,-1.37888041468463
499,0.219025839690668,0.287790881387644
500,-0.506928610254523,-1.00430530284046
503,-0.345796956084017,-0.483612487402626
504,-1.42053148282381,-1.36615555765247
505,1.08717068275971,-0.672934006352491
506,-1.32504762662443,1.08553814113224
510,-0.230755816452018,-0.775047605722059
511,-0.126778385347394,0.0013766881098994
512,-0.326454239017575,-0.410211720198317
513,-0.267542090761786,-0.287256718032009
514,-0.149503132811773,-0.143048328192879
516,-0.199066013559778,-0.686166294292489
517,0.778700064744243,0.148773157226464
518,1.26805696247055,0.0417657849261511
519,1.60081097611788,-0.333137289988002
520,1.07092960737751,0.970862150725073
521,-1.78443091754406,-0.714123557732832
522,-0.817318354738312,0.250662895171574
523,0.198725179896378,-1.65567153229968
524,-1.18890048732596,-1.60540616573262
525,1.7463718268005,-0.109283492604586
526,-1.3028124286744,1.43000501174657
527,-0.204140371106943,0.184860607681282
528,-0.411607422491476,-2.14803588653317
529,1.12981989982553,0.0470031149913697
531,1.94910073266823,-0.388568554812874
532,-0.810453929955975,-0.337168935451934
533,-0.440548211764469,1.45893152668441
534,-1.06905375682223,1.83035780647536
535,-0.273155293482095,0.338702886320276
536,-0.388662803423665,1.07667890951999
537,-0.444735281927208,0.230761252588265
538,-0.996482273113855,1.70505346403859
539,0.336409856095518,-1.10225499433576
541,-0.418843981571815,0.254240519590035
542,0.281078549597683,-0.125238960147947
543,-0.285360593412449,2.78065196182281
544,-0.202446760819785,1.79269199756578
545,-0.509498749286256,1.32833917151122
546,-0.817790882645255,-0.879927090705823
547,-0.276203963635312,-0.476618925255884
548,-0.91668669205167,1.16814605821881
550,-0.462595037856007,-0.256340490757083
551,-0.0483286981669984,-0.465476015560337
552,-0.0153773598538515,-0.813931163162111
553,1.43077943572555,0.353272085053637
554,-0.467719952340933,0.398170712931648
555,1.61521779756222,1.0004645767392
557,0.759273281532439,0.348722859976058
558,-1.73800729976071,-0.485302623585065
559,-1.05565478130662,0.451941334242902
560,-0.729608372095554,0.188958674470859
562,-0.334230957771728,2.2085777300603
563,-1.22683663950512,-0.183602842534427
564,-1.15095363570443,-0.85000200316015
565,-1.45802927091167,-2.07084037553628
566,-1.76071419883886,1.23303855536132
567,-1.00413152462834,0.735268558004754
568,-1.07569142881923,-1.53733832276156
569,-0.694579592019419,0.8743991164557
570,0.174230546175941,1.19321175755458
571,-0.872309829350571,-0.949018246819322
572,0.54314479277163,-0.872517937936593
573,-0.194063307412911,1.42722280554627
574,-0.435846908144762,1.78433669952969
575,1.76178600336001,-0.197348281851751
577,-0.640709075161197,1.81154747558954
578,0.880196935041113,-0.206338354868101
579,-0.527557474338468,0.503765389064589
580,0.142992019260672,-1.19272612288977
581,1.42515535123178,-0.54061597429997
582,-0.846144512882236,-1.57644814846251
583,-0.50724846625624,-1.61208620808917
584,0.4417326204723,0.376024752808424
585,-0.824220597362016,1.60138837689348
586,-1.56586339550999,1.21783468114948
587,-1.9318668364353,1.57749972855077
588,-0.0035550976986109,-0.225470711984734
589,-0.516964974605113,-0.992057421144665
591,-0.258166559637664,-0.370858811561733
593,1.53489503826529,1.05980877511854
594,1.37709688492682,1.50012088905297
595,1.20758779566362,0.1903386223922
596,1.34257666837692,0.0008822814807638
597,1.00682013306863,-0.609406071953694
599,-1.06282123931284,-0.0959133650612525
600,-0.788196684087765,0.505123681493282
601,-0.0208209903429296,-0.626723951986264
602,-0.820699061999706,1.13365219530322
603,-0.76912403168379,1.54703826598743
604,0.0765480054699525,-0.676588615898789
605,-1.15708597626155,1.12216891773244
606,-0.0462102401170372,0.478080979423023
607,-0.167611296112543,-0.41932131560873
608,-0.272320267658931,-0.456457391520992
609,-0.917032842500142,0.503113784393052
610,-0.689505710335529,-1.6560525217347
611,-0.94200515113272,1.07091143327774
612,0.437232760750934,-0.128814029353226
613,-1.19290881193378,0.53899909708221
614,0.34852927102608,0.0656724757169521
615,-0.0091750864923092,-0.66552234263672
616,-0.187790784932763,0.289979743648868
617,0.183308669290796,1.37032901382547
618,-2.20107995740558,-0.726068415057172
619,-0.287298337230266,0.0167851039585237
620,-0.336187199034807,1.048445385554
621,0.4344366783805,0.948005987458681
622,1.80029629860449,0.058691312503538
623,-0.792570350385604,-0.12580358234202
624,-0.885393305762531,-2.06124706826695
625,-0.43196172514381,0.969862453308446
626,-0.185505972487755,-0.240207042935293
627,-0.329524721642041,-0.601238260054279
629,-1.01060565458853,0.498704571955776
630,-0.475084223278892,1.18494953616332
632,1.6369475701093,0.0442951761796233
633,1.0642259747948,-0.136655796997058
634,0.747890975528066,0.126939300695997
635,1.96871523295941,0.908754868843987
636,1.44656074734661,1.11350063240873
637,-1.24586414907764,0.176461020846006
638,-0.555934974995622,0.376914521111768
639,-0.37348850040293,1.07365832778885
640,-0.851707448430237,2.25211559117215
641,0.118774275668398,2.12087770252614
642,-1.14933340194011,-0.758736886066493
643,-1.38912794902189,-0.666010791298777
645,-0.443457398121002,-0.928453269835991
646,-1.61361300329837,-0.999425164362213
647,-0.738293878390566,0.15341007909868
648,1.18953201585109,-0.0484377659466173
649,-0.350450114150985,0.0988011073918962
650,-1.04887559911582,1.56242220119791
651,-0.150943465908839,-1.78603555294049
652,-0.490931714705173,0.318641971197021
653,0.086340960146313,-1.05632432705263
656,-0.487212328147564,1.78756050315632
657,-0.267937034772445,0.0798242266860162
658,-0.310786040127243,-0.206681487573999
659,-0.272483990793584,-0.265090155987824
661,-0.802809701950213,1.42008974421345
662,-1.07979869871078,1.46901760473892
663,-0.432103785916316,2.02720449118392
664,1.86165384238263,0.973956609683388
665,-0.731354484472484,0.521857101977158
666,2.23390716355354,-0.218856064523598
667,-0.245748421364214,-0.736995384940377
668,-0.197657927750776,0.581073015620044
669,-0.367856361039516,1.44108254538269
671,0.516725240368141,0.56701949977404
673,0.222957855455815,-0.890806554621925
674,-0.29861768680024,-0.0637523949147098
675,-0.751159162601161,0.654303863057269
676,-0.126869171311479,-0.323333343435735
677,-0.644274037451761,0.518215743910028
678,-0.484245030871985,-0.468739329105076
679,-0.310317395209365,-1.08987527140624
680,0.0508077344078805,-0.969640074900029
681,1.51873687695585,1.29108933555754
682,-1.50452246982189,-1.09182306639191
683,-1.79694084656043,-0.172942986395539
684,-1.32992954883429,0.960125518305884
685,-1.13494120611646,-0.782143896721485
686,-0.298195538533377,1.78745491210833
689,-0.0642140493832396,-0.329417192115239
690,0.0524123610713971,0.093148986625105
691,-0.210943917544521,-0.370054544284285
692,-0.758846250854144,0.478622578061407
694,-0.595087899544795,0.347644100343953
695,1.04791817899191,0.383197795411604
696,-0.498692578017838,-0.469621279202911
697,-0.09198866553696,-0.884226104907263
699,-0.23104251292401,0.570541091345947
700,-0.45477943704871,0.888097054573471
701,-0.553137220634009,2.66056219935239
702,1.65320008914615,-0.135708002192179
703,1.3267500257859,0.836328414104575
704,2.40037380473417,-0.212544370897638
705,0.411723465618797,-0.632847199862627
707,-1.19610537124515,1.86173539983226
708,-0.317754588700433,1.89406954878356
709,-0.241227119177413,-0.288173107422028
711,-0.890575436744378,-2.13097403083706
712,1.52058559717921,-1.58100753119077
713,-1.34963616147579,1.86228096441116
715,-1.44558807276803,0.320321203397439
718,2.19135363454675,1.06208880171313
719,0.754615747506814,0.338427684788158
720,1.33926347852436,0.658632251241309
721,0.83424118245851,-0.64636795813866
722,1.2202030311795,1.17789476629009
723,1.08647638305985,0.918704880889428
724,0.470685972652992,0.0422840570751628
725,1.58554441087668,0.686859407780611
727,-0.840612656203124,0.0264326225188353
728,1.21707986796928,-0.678403692842056
729,2.31789688186695,0.572927008106831
730,-0.745674338489889,0.115495995922475
731,-0.918205397789212,1.12693416924839
732,-0.757756742907683,0.568017926076728
733,-0.550494932340095,0.165295118081357
735,-0.142474834453734,1.99728258879589
737,-0.859561213219779,-0.76527902715285
738,0.304204763971459,0.363439962879463
739,-0.965237652306687,0.429391803725337
740,1.02612895794397,0.692335915485243
741,-0.320935668706834,0.131150260646031
742,-0.678607743073559,-1.41577575855687
743,-0.136052644024279,-1.43401361584237
744,-0.904969015727253,0.582327247929567
746,-0.409796285323494,-0.0278398663485982
747,0.327808199589409,0.266218752103313
748,-0.209243173049009,-0.962290272479959
749,-0.594945846062426,-1.11276398021906
750,0.723183667811629,0.318520701498159
751,-0.39484502037811,0.0863132104888911
752,-0.425982679960439,1.11440207687035
753,-0.937837482594268,0.312374302405426
754,-0.907928698834371,1.02543371696271
755,-0.106655365098832,-1.2160652948614
756,-0.486464356921813,0.0215591161967131
757,-0.0986629885871078,-0.706480040290136
758,0.325559859501457,0.892138372202535
759,0.967088110320506,0.546266575180011
760,0.650274658636634,0.286527056616383
761,1.02904723153468,1.44824806906709
764,-0.879421288900421,0.52840392307658
765,-0.835570866982522,0.46635443670947
766,-0.201470028706989,-0.290596697912338
768,0.0154241354970729,-0.332116110165329
769,-0.593972200210751,-0.225971839656442
770,-1.06200020889016,-1.30408595509879
771,-0.762936472177689,0.182856170450643
772,-1.28109708223749,0.299886474848044
773,-1.60815239779009,0.663441580561016
774,-0.297976250057089,-0.105369595059237
775,-0.666457305023113,0.205791689717815
776,-0.426243410323129,-1.30983543179187
777,-0.0189861676198936,1.35692173803165
778,-0.436844123104442,0.558195367781017
779,-0.738018274525493,0.607759650510766
780,-0.687971959079334,1.12918308878168
781,0.888783752097662,-0.0317906052896555
783,-0.674357012972871,0.933707831286073
784,-0.0417007674295952,1.28086019561302
785,1.4352666546471,0.359557463197224
787,-0.265854191687457,1.0613655114182
788,-0.225544690957974,1.88382571781792
789,-1.45958458814432,-1.08613562430872
791,1.20184169908838,-0.255242710401842
792,0.874552933961278,0.790293783254136
793,-0.722395990632351,-1.20570582756966
794,1.41763889364991,-1.02787047560266
795,2.20672527901112,0.242363973779526
796,1.93799925243447,-0.442962097656489
797,-0.975205266166383,-1.12823738602272
798,-1.02646261257612,-0.514245325434441
801,-1.53674461396583,1.39619769764102
802,-0.513306834475683,-0.227231135323377
803,-1.00321360660619,1.77585179305921
804,-1.22058765014807,0.229548345055624
805,-0.109613627163123,-0.170144987083239
806,-0.320139412782912,-0.0402276451230774
807,-0.253578372019887,-0.592128736396165
808,-0.463973334954606,-0.326738964708761
809,-0.361149173072169,-0.193311806624156
810,-0.535233112213891,0.920840111678202
811,0.703833013419582,0.405802380996645
813,1.78589556112361,0.669751433322983
814,0.847483906508825,0.922633128307261
815,0.763404148746158,-1.31390556293496
816,0.70740091169345,-0.21373207754778
818,1.44537555831543,-0.127102739001379
820,-2.04304721127324,-0.686689086412747
821,-2.03816695306387,-0.797460442270115
822,-1.29695484453789,-0.997851614316322
823,-1.0545792744622,0.458544507724175
824,-1.06825987610658,0.167880607798014
825,-1.30733358152445,-0.871834091676533
826,0.0120408298720066,2.01674596140933
827,-0.905679525626603,-1.58574199993829
829,-0.249994318426056,-0.218272997354824
830,-1.36666162133419,1.27692081768667
832,0.0464062551667944,0.0069788096250255
833,-0.829233904700215,0.0042803391783717
834,1.15230974051593,0.0320744025500381
835,-0.092417495012217,-0.174825056616584
836,0.377543516273079,1.72769138881079
837,-0.860380483032689,-1.10387103729178
838,1.98776426320191,-0.0138554903102885
839,1.69216964952935,0.507956290917368
840,1.82780973884489,-0.090045569483436
841,1.85737324520282,-0.341681390474991
842,-0.813108337115532,0.395710769449078
843,-0.672154348743091,2.01399579642582
844,0.118581565486546,0.886813701684945
845,-1.02162981255119,-1.43252554705651
847,1.49698991849313,-0.0777568870105625
848,-0.5070582849858,1.9227491951226
849,0.115085434112197,1.6571122403154
850,-0.35609951712146,-0.0796898025806037
851,-0.643367062965172,1.89157749816622
852,-0.776034113213265,0.212179590244679
853,-0.344733076916885,-1.36798280159147
855,-1.07013968770551,-0.3449244609172
856,-1.14062156254977,1.65797714860212
857,-1.03420373265211,0.98031607203282
858,-1.21501086287982,0.373910600837517
859,0.147883452511564,-0.892916931743015
860,-0.838513838511823,-0.393677830581737
861,-0.365001411136226,-0.291181056815084
862,0.0923268214937442,0.294081200608172
